x,y
4.994152745255314,8.28147503761785
17.233287632631153,20.942225725512237
33.66339276414339,33.08548014006872
12.274283796872057,17.135622221653247
22.07165384051204,29.602871371866215
5.6078645255505535,6.778201301537143
16.498693529559485,28.01757947914603
5.854468841784932,12.599966337527215
16.15702829939492,23.565600819438483
30.564963006833125,32.2666461274953
9.099089236193786,16.57409594799376
12.012805434114513,18.57948068609534
18.588596297600738,25.37492432217474
3.338433858625145,4.78217349615718
32.561130236488125,33.98892573220657
24.011767270480117,39.97496088232565
15.169044155820362,23.907548870687016
19.015738335729573,29.567385655227067
10.375692353745393,15.950380904156575
25.984853605158587,33.24742020783394
5.124193211440393,7.9435336073155005
32.1091710949788,38.85434509746511
6.840592928645362,13.741371522985503
14.182258768771861,21.65328610252175
16.519398276021498,28.074521825208308
2.69407294731098,5.85554343161389
21.450258672612716,24.790857188061075
18.202769329545806,27.442151226533884
12.4275691066908,21.698978850120195
29.205333157167964,29.83688860654174
1.4822423102267257,0.8998359654554071
24.569190028773946,40.628504454192445
26.626013961483253,32.631782037054045
20.54499443352469,27.396334409292773
25.531427018953355,46.956044659489436
8.267227682686562,15.250762475425601
31.335228106045932,34.49910424083628
26.486803826703685,41.19415981373469
1.6205833492280712,3.6662813150374642
28.64898171230331,32.981537246987166
